"","ETR.Open","ETR.High","ETR.Low","ETR.Close","ETR.Volume","ETR.Adjusted"
"1",73.099998,73.550003,72.849998,73.419998,1510500,57.910268
"2",72.709999,74.5,72.559998,74.389999,1710200,58.67536
"3",74.889999,75.739998,74.309998,75.099998,1397000,59.235374
"4",75.580002,76.790001,75.349998,76.790001,1133000,60.568369
"5",76.309998,78.120003,75.989998,77.480003,1522200,61.112611
"6",77.690002,78.080002,76.790001,77.970001,1332200,61.499098
"7",78.010002,78.360001,77.68,78.099998,932200,61.601634
"8",78.580002,78.720001,76.82,77.379997,1144500,61.033731
"9",76.129997,76.629997,74.449997,74.739998,2875700,58.951422
"10",74.779999,74.970001,73.239998,73.510002,1534700,57.981259
"11",73.379997,74.389999,72.949997,73.089996,1426000,57.649978
"12",73.129997,73.970001,72.300003,73.43,1599200,57.918157
"13",73.690002,74.300003,73.230003,73.93,1018100,58.312534
"14",73.199997,73.199997,72.010002,72.440002,1420800,57.137293
"15",72.120003,72.910004,71.43,71.620003,1726000,56.490516
"16",71.720001,71.730003,70.349998,71.190002,1378400,56.151352
"17",71.339996,71.739998,70.459999,70.699997,1418000,55.764858
"18",71.529999,72.519997,70.989998,72.18,1416000,56.932216
"19",72.330002,74.32,72.290001,74.290001,1340500,58.596486
"20",74.879997,74.919998,74.160004,74.639999,1575400,58.872548
"21",74.57,76.25,74.330002,76.110001,2062100,60.032016
"22",75.589996,76.489998,75.550003,76.010002,1110700,59.953142
"23",76.370003,77.129997,75.879997,76.559998,1280000,60.386953
"24",76.199997,76.419998,75.32,76.18,1275900,60.087229
"25",75.989998,77.25,75.75,77.040001,1273400,60.765557
"26",76.760002,77,75.730003,75.959999,1258800,59.913702
"27",76.639999,77.870003,76.160004,77.639999,1511400,61.238808
"28",76.610001,78.099998,76.330002,78,1127300,61.52276
"29",78.220001,78.370003,76.150002,76.550003,1038100,60.37907
"30",77.260002,78.510002,77.050003,78.269997,1631400,61.735721
"31",78.120003,78.949997,77.610001,78.290001,1225000,61.751499
"32",78.449997,79,78.309998,78.82,1135000,62.169537
"33",78.309998,79.860001,77.970001,79.779999,1360400,62.92674
"34",79.610001,80.029999,79.269997,79.349998,1265400,62.587576
"35",79.790001,80,77.919998,78.199997,1561700,61.680508
"36",77.559998,78.080002,77.160004,77.510002,1451800,61.136272
"37",78.349998,79.790001,78.349998,79.559998,1494000,62.753213
"38",79.190002,80,76.5,79.18,960200,62.453489
"39",79.349998,79.660004,78.300003,78.940002,977600,62.26419
"40",78.589996,79.690002,78.199997,79.480003,1801700,62.690117
"41",78.629997,79.980003,78.629997,79.75,1649000,62.903078
"42",80,80.199997,79.5,79.650002,1537500,62.824204
"43",78.639999,79.800003,77.860001,79.550003,1571100,63.406055
"44",78.589996,78.910004,78.059998,78.580002,1433800,62.632907
"45",77.459999,78.379997,77.169998,77.919998,1183900,62.106845
"46",77.629997,79.029999,77.519997,78.110001,941300,62.258288
"47",77.779999,78.230003,77.07,78.160004,1534900,62.298144
"48",78.660004,79.830002,78.370003,79.230003,1108700,63.150997
"49",79.269997,79.660004,78.339996,79.379997,1293100,63.270551
"50",79.099998,79.099998,77.040001,77.860001,1213900,62.059023
"51",77.290001,77.769997,76.580002,77.459999,1092800,61.740199
"52",78.019997,79.029999,77.790001,78.389999,1100300,62.481464
"53",77.690002,78.860001,77.510002,78.169998,1448100,62.30611
"54",77.900002,78.449997,77.209999,78.309998,1271100,62.417698
"55",78.669998,78.760002,77.459999,77.5,1350900,61.772082
"56",77.82,80.089996,77.589996,79.639999,2468900,63.477788
"57",79.550003,79.669998,78.349998,78.349998,1183600,62.449581
"58",77.940002,79.230003,77.370003,78.839996,1321900,62.840138
"59",79.279999,80.550003,79.25,80.330002,2286900,64.02776
"60",80.589996,80.68,79.580002,79.93,1067100,63.708936
"61",80.410004,80.800003,79.699997,79.970001,1513300,63.740819
"62",79.580002,80.260002,79.580002,79.769997,1306400,63.581403
"63",80.010002,80.419998,79.459999,79.620003,987400,63.461849
"64",80.349998,80.790001,80.18,80.32,1259000,64.019788
"65",80.18,80.43,79.720001,80.089996,1144100,63.836462
"66",80.68,80.68,79.389999,79.559998,1403200,63.414022
"67",78.279999,78.849998,77.040001,78.139999,2134500,62.282199
"68",78.07,78.550003,77.459999,78.370003,1367800,62.465525
"69",78.120003,78.440002,77.550003,77.699997,1464400,61.931491
"70",78.160004,78.160004,76.540001,76.68,2676100,61.118493
"71",76.290001,77.089996,76.160004,76.75,2209900,61.174287
"72",76.540001,76.800003,76.019997,76.379997,2670300,60.879373
"73",76.389999,77.389999,76.389999,77.050003,1921800,61.413408
"74",76.410004,77.099998,75.879997,76.400002,2003200,60.895318
"75",76.690002,77.489998,76.690002,77.050003,1804700,61.413408
"76",77.050003,77.93,76.699997,77.25,1646600,61.572817
"77",77.519997,77.699997,76.589996,77.559998,1647300,61.819903
"78",77.43,77.510002,76.459999,77.239998,1161700,61.564845
"79",77.440002,77.739998,76.300003,76.529999,1334900,60.998933
"80",76.699997,77.419998,76.510002,77.169998,1245600,61.509051
"81",77.169998,77.489998,76.160004,76.660004,1184000,61.102555
"82",77.309998,77.900002,76.889999,77.639999,1296100,61.883669
"83",77.440002,77.589996,76.459999,76.669998,1896800,61.110521
"84",77.029999,77.120003,76.410004,76.440002,1434100,60.927201
"85",76.309998,76.720001,75.919998,76.120003,1427900,60.672142
"86",76.150002,77.879997,76.110001,77.139999,1443300,61.48514
"87",76.940002,77.050003,76.400002,76.809998,1356700,61.222109
"88",77.260002,77.620003,76.870003,77.300003,1359600,61.612672
"89",77.339996,77.75,76.879997,77,1218100,61.373552
"90",77.540001,77.690002,76.519997,76.970001,1445700,61.349641
"91",77.089996,77.720001,77.029999,77.459999,702200,61.740199
"92",76.769997,77.07,76.349998,76.529999,1393700,60.998933
"93",76.779999,77.629997,76.709999,77.110001,1148800,61.461229
"94",77,77.370003,75.080002,75.279999,2533900,60.002609
"95",75.160004,75.580002,74.5,74.589996,1929900,59.452637
"96",74.529999,74.75,73.269997,73.730003,1840200,58.767172
"97",73.610001,74.349998,73.279999,74.099998,1685400,59.062079
"98",73.650002,73.650002,72.669998,73.260002,2233900,58.392553
"99",73.599998,74.209999,73.599998,73.970001,2042500,58.958464
"100",73.949997,74.639999,73.660004,74.529999,2162000,59.404815
"101",75.370003,77.080002,73.199997,73.830002,3107000,58.846876
"102",74.139999,74.830002,74.139999,74.559998,1346500,59.428726
"103",74.580002,74.709999,73.790001,74.660004,1206100,59.508437
"104",75.18,75.760002,74.870003,75.400002,2127100,60.098259
"105",75.5,75.690002,74.949997,75.400002,1278400,60.098259
"106",75.010002,75.230003,74.639999,75.209999,1253000,59.946816
"107",74.5,74.730003,73.720001,73.839996,1811200,59.511599
"108",73.709999,73.760002,72.610001,73.32,1714600,59.092506
"109",72.910004,73.699997,72.910004,73.410004,1951100,59.165045
"110",73.059998,73.18,72.160004,72.260002,1268800,58.238198
"111",72.400002,72.849998,72.379997,72.550003,1186700,58.471925
"112",72.099998,72.650002,71.639999,71.989998,1438300,58.020587
"113",71.709999,73,71.709999,72.650002,2474200,58.552519
"114",73.25,73.449997,72.75,73.190002,1672900,58.987734
"115",73.010002,74.190002,72.459999,73.739998,2611600,59.431005
"116",73.279999,73.550003,72.57,73.419998,1826000,59.1731
"117",72.970001,72.970001,71.800003,72.349998,1558400,58.31073
"118",72.519997,72.849998,72.25,72.489998,1137700,58.423563
"119",71.809998,72.790001,71.75,72.32,416300,58.286553
"120",72.029999,72.050003,71.220001,71.949997,948800,57.988348
"121",71.660004,71.739998,71.120003,71.239998,2306200,57.416122
"122",71.959999,72.209999,71.370003,71.849998,2053800,57.907754
"123",71.949997,72.550003,71.779999,72.349998,1909700,58.31073
"124",72.110001,72.699997,71.989998,72.389999,1744400,58.342969
"125",72.309998,72.32,71.290001,71.330002,1290900,57.488661
"126",71.760002,71.900002,70.339996,70.410004,2535200,56.747185
"127",70.160004,70.519997,69.360001,69.43,3682300,55.957348
"128",69.489998,69.910004,68.650002,69.82,1943800,56.271669
