"","BMC.Open","BMC.High","BMC.Low","BMC.Close","BMC.Volume","BMC.Adjusted"
"830",45.99,46.04,45.91,45.97,1879700,16.99731
"831",46,46.03,45.93,45.93,1712400,16.98252
"832",45.95,45.99,45.95,45.95,1158300,16.98992
"833",45.96,46,45.95,45.96,1922500,16.99361
"834",45.98,46.04,45.97,45.99,1271300,17.00471
"835",46.02,46.03,45.98,46,1550500,17.0084
"836",46,46.03,45.99,45.99,1155000,17.00471
"837",45.96,45.9975,45.88,45.88,2209100,16.96403
"838",45.99,45.99,45.92,45.97,1327200,16.99731
"839",45.96,46.06,45.91,45.975,1756100,16.99916
"840",45.99,46.06,45.95,46,1114400,17.0084
"841",46,46,46,46,0,17.0084
"842",46.02,46.15,46,46.13,1873900,17.05647
"843",46.14,46.14,46.04,46.045,1263000,17.02504
"844",46.02,46.105,46.02,46.07,775100,17.03429
"845",46.27,46.29,46.27,46.28,10834400,17.11193
"846",46.29,46.295,46.28,46.28,2009100,17.11193
"847",46.28,46.34,46.28,46.3,15559600,17.11933
"848",2575,532,532,2380,2000,880.00002
"849",2575,532,532,2380,2000,880.00002
"850",2575,532,532,2380,2000,880.00002
"851",2575,532,532,2380,2000,880.00002
"852",2575,532,532,2380,2000,880.00002
"853",2575,532,532,2380,2000,880.00002
"854",2575,532,532,2380,2000,880.00002
"855",2575,532,532,2380,2000,880.00002
"856",2575,532,532,2380,2000,880.00002
"857",2575,532,532,2380,2000,880.00002
"858",2575,532,532,2380,2000,880.00002
"859",2575,532,532,2380,2000,880.00002
"860",2575,532,532,2380,2000,880.00002
"861",2575,532,532,2380,2000,880.00002
"862",2575,2575,532,2380,2000,880.00002
"863",2575,532,532,2380,2000,880.00002
"864",2575,532,532,2380,2000,880.00002
"865",2575,532,532,2380,2000,880.00002
"866",2575,532,532,2380,2000,880.00002
"867",2575,532,532,2380,2000,880.00002
"868",2575,532,532,2380,2000,880.00002
"869",2575,532,532,2380,2000,880.00002
"870",2575,532,532,2380,2000,880.00002
"871",2380,2380,2380,2380,0,880.00002
"872",2575,532,532,2380,2000,880.00002
"873",2575,532,532,2380,2000,880.00002
"874",2575,532,532,2380,2000,880.00002
"875",2575,532,532,2380,2000,880.00002
"876",44500,45400,44400,44600,55300,16490.75665
"877",2575,532,532,2380,2000,880.00002
"878",2575,532,532,2380,2000,880.00002
"879",2575,532,532,2380,2000,880.00002
"880",2575,532,532,2380,2000,880.00002
"881",2575,532,532,2380,2000,880.00002
"882",2575,532,532,2380,2000,880.00002
"883",2575,532,532,2380,2000,880.00002
"884",2575,532,532,2380,2000,880.00002
"885",2575,532,532,2380,2000,880.00002
"886",2380,2380,2380,2380,0,880.00002
"887",2575,532,532,2380,2000,880.00002
"888",2575,532,532,2380,2000,880.00002
"889",2575,532,532,2380,2000,880.00002
"890",2575,532,532,2380,2000,880.00002
"891",2380,2380,2380,2380,0,880.00002
"892",2575,532,532,2380,2000,880.00002
"893",2575,532,532,2380,2000,880.00002
"894",2575,532,532,2380,2000,880.00002
"895",2575,532,532,2380,2000,880.00002
"896",2575,532,532,2380,2000,880.00002
"897",2575,532,532,2380,2000,880.00002
"898",2575,532,532,2380,2000,880.00002
"899",2575,532,532,2380,2000,880.00002
"900",2575,532,532,2380,2000,880.00002
"901",2575,532,532,2380,2000,880.00002
"902",2575,532,532,2380,2000,880.00002
"903",2575,532,532,2380,2000,880.00002
"904",2575,532,532,2380,2000,880.00002
"905",2575,532,532,2380,2000,2380
"906",2575,532,532,2380,2000,2380
"907",2575,532,532,2380,2000,2380
"908",2575,532,532,2380,2000,2380
"909",2575,532,532,2380,2000,2380
"910",2575,532,532,2380,2000,2380
"911",2575,532,532,2380,2000,2380
"912",2575,532,532,2380,2000,2380
"913",2575,532,532,2380,2000,2380
"914",2575,532,532,2380,2000,2380
"915",2575,532,532,2380,2000,2380
"916",2575,532,532,2380,2000,2380
"917",2575,532,532,2380,2000,2380
"918",2575,532,532,2380,2000,2380
"919",2575,532,532,2380,2000,2380
"920",2575,532,532,2380,2000,2380
"921",2575,532,532,2380,2000,2380
"922",2575,532,532,2380,2000,2380
"923",2380,2380,2380,2380,0,2380
"924",39800,41000,39800,40500,62400,40500
"925",2575,532,532,2380,2000,2380
"926",2575,532,532,2380,2000,2380
"927",2380,2380,2380,2380,0,2380
"928",2380,2380,2380,2380,0,2380
"929",2575,532,532,2380,2000,2380
"930",2575,532,532,2380,2000,2380
"931",2380,2380,2380,2380,0,2380
"932",2575,532,532,2380,2000,2380
"933",2575,532,532,2380,2000,2380
"934",2575,532,532,2380,2000,2380
"935",2575,532,532,2380,2000,2380
"936",2575,532,532,2380,2000,2380
"937",2575,532,532,2380,2000,2380
"938",2575,532,532,2380,2000,2380
"939",2575,532,532,2380,2000,2380
"940",2575,532,532,2380,2000,2380
"941",2575,532,532,2380,2000,2380
"942",2575,532,532,2380,2000,2380
"943",2575,532,532,2380,2000,2380
"944",2575,532,532,2380,2000,2380
"945",2575,532,532,2380,2000,2380
"946",2575,532,532,2380,2000,2380
"947",2575,532,532,2380,2000,2380
"948",2575,532,532,2380,2000,2380
"949",2575,532,532,2380,2000,2380
"950",2575,532,532,2380,2000,2380
"951",2575,532,532,2380,2000,2380
"952",2575,532,532,2380,2000,2380
"953",2575,532,532,2380,2000,2380
"954",2575,532,532,2380,2000,2380
"955",2575,532,532,2380,2000,2380
"956",2575,532,532,2380,2000,2380
"957",2575,532,532,2380,2000,2380
"958",2575,532,532,2380,2000,2380
"959",2575,532,532,2380,2000,2380
"960",2575,532,532,2380,2000,2380
"961",2575,532,532,2380,2000,2380
"962",2575,532,532,2380,2000,2380
"963",2575,532,532,2380,2000,2380
"964",2575,532,532,2380,2000,2380
"965",2575,532,532,2380,2000,2380
"966",2575,532,532,2380,2000,2380
"967",2575,532,532,2380,2000,2380
"968",2575,532,532,2380,2000,2380
"969",2575,532,532,2380,2000,2380
"970",2575,532,532,2380,2000,2380
"971",2575,532,532,2380,2000,2380
"972",2575,532,532,2380,2000,2380
"973",2575,532,532,2380,2000,2380
"974",2575,532,532,2380,2000,2380
"975",2575,532,532,2380,2000,2380
"976",2575,532,532,2380,2000,2380
"977",2575,532,532,2380,2000,2380
"978",2575,532,532,2380,2000,2380
"979",2575,532,532,2380,2000,2380
"980",2575,532,532,2380,2000,2380
"981",2575,532,532,2380,2000,2380
"982",2575,532,532,2380,2000,2380
"983",2575,532,532,2380,2000,2380
"984",2575,532,532,2380,2000,2380
"985",2575,532,532,2380,2000,2380
"986",2380,2380,2380,2380,0,2380
"987",2575,532,532,2380,2000,2380
"988",2575,532,532,2380,2000,2380
"989",2575,532,532,2380,2000,2380
"990",2575,532,532,2380,2000,2380
"991",2575,532,532,2380,2000,2380
"992",2575,532,532,2380,2000,2380
"993",2575,532,532,2380,2000,2380
"994",2575,532,532,2380,2000,2380
"995",2575,909,909,909,85400,909
"996",2575,909,909,909,85400,909
"997",2575,909,909,909,85400,909
"998",2575,909,909,909,85400,909
"999",2575,909,909,909,85400,909
"1000",2575,909,909,909,85400,909
"1001",2575,909,909,909,85400,909
"1002",909,909,909,909,0,909
"1003",909,909,909,909,0,909
"1004",909,909,909,909,0,909
"1005",909,909,909,909,0,909
"1006",909,909,909,909,0,909
"1007",909,909,909,909,0,909
"1008",909,909,909,909,0,909
"1009",909,909,909,909,0,909
"1010",909,909,909,909,0,909
"1011",909,909,909,909,0,909
"1012",909,909,909,909,0,909
"1013",909,909,909,909,0,909
"1014",909,909,909,909,0,909
"1015",909,909,909,909,0,909
"1016",909,909,909,909,0,909
"1017",909,909,909,909,0,909
"1018",909,909,909,909,0,909
"1019",909,909,909,909,0,909
"1020",909,909,909,909,0,909
"1021",909,909,909,909,0,909
"1022",909,909,909,909,0,909
"1023",909,909,909,909,0,909
"1024",909,909,909,909,0,909
"1025",909,909,909,909,0,909
"1026",909,909,909,909,0,909
"1027",909,909,909,909,0,909
"1028",909,909,909,909,0,909
"1029",909,909,909,909,0,909
"1030",909,909,909,909,1800,909
"1031",909,909,909,909,0,909
"1032",909,909,909,909,2100,909
"1033",909,909,909,909,0,909
"1034",909,909,909,909,0,909
"1035",909,909,909,909,0,909
"1036",909,909,909,909,0,909
"1037",909,909,909,909,0,909
"1038",909,909,909,909,0,909
"1039",909,909,909,909,0,909
"1040",909,909,909,909,0,909
"1041",909,909,909,909,0,909
"1042",909,909,909,909,0,909
"1043",909,909,909,909,0,909
"1044",909,909,909,909,0,909
"1045",909,909,909,909,0,909
"1046",909,909,909,909,0,909
"1047",909,909,909,909,0,909
"1048",909,909,909,909,0,909
"1049",909,909,909,909,0,909
"1050",29500,29700,29200,29600,8100,29600
"1051",909,909,909,909,0,909
"1052",909,909,909,909,0,909
"1053",909,909,909,909,0,909
"1054",909,909,909,909,0,909
"1055",909,909,909,909,0,909
"1056",909,909,909,909,0,909
"1057",909,909,909,909,0,909
"1058",909,909,909,909,0,909
"1059",909,909,909,909,0,909
"1060",909,909,909,909,0,909
"1061",909,909,909,909,1600,909
"1062",909,909,909,909,0,909
"1063",909,909,909,909,0,909
"1064",909,909,909,909,0,909
"1065",909,909,909,909,0,909
"1066",909,909,909,909,0,909
"1067",909,909,909,909,0,909
"1068",909,909,909,909,0,909
"1069",909,909,909,909,0,909
"1070",909,909,909,909,0,909
"1071",909,909,909,909,0,909
"1072",909,909,909,909,0,909
"1073",909,909,909,909,0,909
"1074",909,909,909,909,0,909
"1075",909,909,909,909,0,909
"1076",909,909,909,909,0,909
"1077",909,909,909,909,0,909
"1078",909,909,909,909,0,909
"1079",909,909,909,909,0,909
"1080",909,909,909,909,0,909
"1081",909,909,909,909,0,909
"1082",909,909,909,909,3000,909
"1083",909,909,909,909,0,909
"1084",909,909,909,909,0,909
"1085",909,909,909,909,0,909
"1086",909,909,909,909,0,909
"1087",909,909,909,909,0,909
"1088",909,909,909,909,0,909
"1089",909,909,909,909,8100,909
"1090",909,909,909,909,0,909
"1091",909,909,909,909,0,909
"1092",909,909,909,909,0,909
"1093",909,909,909,909,0,909
"1094",909,909,909,909,0,909
"1095",909,909,909,909,0,909
"1096",909,909,909,909,0,909
"1097",909,909,909,909,0,909
"1098",909,909,909,909,0,909
"1099",909,909,909,909,0,909
"1100",909,909,909,909,0,909
"1101",909,909,909,909,0,909
"1102",909,909,909,909,0,909
"1103",909,909,909,909,0,909
"1104",909,909,909,909,0,909
"1105",909,909,909,909,0,909
"1106",909,909,909,909,0,909
"1107",909,909,909,909,0,909
"1108",909,909,909,909,0,909
"1109",909,909,909,909,0,909
"1110",909,909,909,909,0,909
"1111",909,909,909,909,0,909
"1112",909,909,909,909,0,909
"1113",909,909,909,909,0,909
"1114",909,909,909,909,0,909
"1115",909,909,909,909,0,909
"1116",909,909,909,909,0,909
"1117",909,909,909,909,0,909
"1118",909,909,909,909,0,909
"1119",909,909,909,909,0,909
"1120",909,909,909,909,0,909
"1121",909,909,909,909,0,909
"1122",909,909,909,909,0,909
"1123",909,909,909,909,0,909
"1124",909,909,909,909,0,909
"1125",909,909,909,909,0,909
"1126",909,909,909,909,0,909
"1127",909,909,909,909,0,909
"1128",909,909,909,909,0,909
"1129",909,909,909,909,0,909
"1130",909,909,909,909,0,909
"1131",909,909,909,909,0,909
"1132",30400,30400,30400,30400,33100,30400
"1133",909,909,909,909,0,909
"1134",909,909,909,909,0,909
"1135",909,909,909,909,0,909
"1136",909,909,909,909,0,909
"1137",909,909,909,909,0,909
"1138",909,909,909,909,0,909
"1139",909,909,909,909,0,909
"1140",909,909,909,909,0,909
"1141",909,909,909,909,0,909
"1142",909,909,909,909,0,909
"1143",909,909,909,909,0,909
"1144",909,909,909,909,0,909
"1145",909,909,909,909,0,909
"1146",909,909,909,909,0,909
"1147",909,909,909,909,0,909
"1148",909,909,909,909,0,909
"1149",909,909,909,909,0,909
"1150",909,909,909,909,0,909
"1151",909,909,909,909,0,909
"1152",909,909,909,909,0,909
"1153",909,909,909,909,0,909
"1154",909,909,909,909,0,909
"1155",909,909,909,909,0,909
"1156",909,909,909,909,0,909
"1157",909,909,909,909,0,909
"1158",909,909,909,909,0,909
"1159",909,909,909,909,0,909
"1160",909,909,909,909,0,909
"1161",909,909,909,909,0,909
"1162",909,909,909,909,0,909
"1163",909,909,909,909,0,909
"1164",909,909,909,909,0,909
"1165",909,909,909,909,0,909
"1166",28200,28200,28100,28100,7300,28100
"1167",909,909,909,909,0,909
"1168",909,909,909,909,0,909
"1169",909,909,909,909,0,909
"1170",909,909,909,909,0,909
"1171",909,909,909,909,0,909
"1172",909,909,909,909,0,909
"1173",909,909,909,909,0,909
"1174",909,909,909,909,0,909
"1175",909,909,909,909,0,909
"1176",909,909,909,909,0,909
"1177",909,909,909,909,0,909
"1178",909,909,909,909,0,909
"1179",909,909,909,909,0,909
"1180",909,909,909,909,0,909
"1181",26200,26800,26200,26800,29100,26800
"1182",909,909,909,909,0,909
"1183",909,909,909,909,0,909
"1184",909,909,909,909,0,909
"1185",909,909,909,909,0,909
"1186",909,909,909,909,0,909
"1187",909,909,909,909,0,909
"1188",909,909,909,909,0,909
"1189",909,909,909,909,0,909
"1190",909,909,909,909,0,909
"1191",909,909,909,909,0,909
"1192",909,909,909,909,0,909
"1193",909,909,909,909,0,909
"1194",909,909,909,909,0,909
"1195",909,909,909,909,0,909
"1196",909,909,909,909,0,909
"1197",909,909,909,909,0,909
"1198",909,909,909,909,0,909
"1199",909,909,909,909,0,909
"1200",909,909,909,909,0,909
"1201",25000,25500,25000,25500,56900,25500
"1202",909,909,909,909,0,909
"1203",909,909,909,909,0,909
"1204",909,909,909,909,0,909
"1205",909,909,909,909,0,909
"1206",909,909,909,909,0,909
"1207",909,909,909,909,0,909
"1208",909,909,909,909,0,909
"1209",909,909,909,909,0,909
"1210",909,909,909,909,0,909
"1211",909,909,909,909,0,909
"1212",909,909,909,909,0,909
"1213",909,909,909,909,0,909
"1214",909,909,909,909,0,909
"1215",909,909,909,909,0,909
"1216",909,909,909,909,0,909
"1217",909,909,909,909,0,909
"1218",909,909,909,909,0,909
"1219",909,909,909,909,0,909
"1220",909,909,909,909,0,909
"1221",909,909,909,909,0,909
"1222",909,909,909,909,0,909
"1223",909,909,909,909,0,909
"1224",909,909,909,909,0,909
"1225",909,909,909,909,0,909
"1226",909,909,909,909,0,909
"1227",909,909,909,909,0,909
"1228",909,909,909,909,0,909
"1229",909,909,909,909,0,909
"1230",909,909,909,909,0,909
"1231",909,909,909,909,0,909
"1232",909,909,909,909,0,909
"1233",909,909,909,909,0,909
"1234",909,909,909,909,0,909
"1235",909,909,909,909,0,909
"1236",909,909,909,909,0,909
"1237",909,909,909,909,0,909
"1238",909,909,909,909,0,909
"1239",909,909,909,909,0,909
"1240",909,909,909,909,0,909
"1241",909,909,909,909,0,909
"1242",909,909,909,909,0,909
"1243",909,909,909,909,0,909
"1244",909,909,909,909,0,909
"1245",909,909,909,909,0,909
"1246",909,909,909,909,0,909
"1247",909,909,909,909,0,909
"1248",909,909,909,909,0,909
"1249",909,909,909,909,0,909
"1250",909,909,909,909,0,909
"1251",909,909,909,909,0,909
"1252",909,909,909,909,0,909
"1253",909,909,909,909,0,909
"1254",909,909,909,909,0,909
"1255",909,909,909,909,0,909
"1256",909,909,909,909,0,909
"1257",909,909,909,909,0,909
"1258",909,909,909,909,0,909
"1259",909,909,909,909,0,909
"1260",909,909,909,909,0,909
"1261",909,909,909,909,3000,909
"1262",909,909,909,909,3000,909
"1263",909,909,909,909,0,909
"1264",909,909,909,909,0,909
"1265",23100,23400,23100,23400,600,23400
"1266",909,909,909,909,0,909
"1267",909,909,909,909,0,909
"1268",909,909,909,909,0,909
"1269",909,909,909,909,0,909
"1270",909,909,909,909,0,909
"1271",909,909,909,909,0,909
"1272",909,909,909,909,0,909
"1273",841,841,841,841,32600,841
"1274",841,841,841,841,0,841
"1275",841,841,841,841,0,841
"1276",22400,22400,21800,22000,5600,22000
"1277",841,841,841,841,0,841
"1278",841,841,841,841,0,841
"1279",841,841,841,841,0,841
"1280",841,841,841,841,0,841
"1281",841,841,841,841,0,841
"1282",841,841,841,841,0,841
"1283",841,841,841,841,0,841
"1284",841,841,841,841,0,841
"1285",841,841,841,841,0,841
"1286",841,841,841,841,0,841
"1287",841,841,841,841,0,841
"1288",841,841,841,841,0,841
"1289",841,841,841,841,0,841
"1290",841,841,841,841,0,841
"1291",841,841,841,841,0,841
"1292",841,841,841,841,0,841
"1293",841,841,841,841,0,841
"1294",841,841,841,841,2000,841
"1295",841,841,841,841,0,841
"1296",841,841,841,841,0,841
"1297",841,841,841,841,0,841
"1298",841,841,841,841,0,841
"1299",841,841,841,841,0,841
"1300",22000,22800,22000,22700,1200,22700
"1301",22700,23800,22300,23100,2100,23100
"1302",23000,23300,22700,22900,900,22900
"1303",22900,23000,22000,22500,500,22500
