"","MCK.Open","MCK.High","MCK.Low","MCK.Close","MCK.Volume","MCK.Adjusted"
"1",69.330002,69.889999,68.989998,69.699997,2070700,67.034984
"2",69,69.769997,68.480003,69.669998,1759200,67.006132
"3",69.790001,70.43,69.449997,69.809998,2386900,67.140778
"4",70.449997,70.660004,70.010002,70.480003,2366000,67.785166
"5",70.029999,70.879997,69.93,70.660004,2261600,67.958284
"6",71.269997,71.269997,70.459999,71.099998,2128500,68.381456
"7",70.93,71.050003,70,70.089996,2895200,67.410071
"8",70.629997,71.150002,69.519997,69.830002,2829000,67.160018
"9",69.730003,70.129997,68.330002,68.449997,2487400,65.832778
"10",68.330002,68.849998,67.809998,68.43,1751200,65.813546
"11",68.129997,68.419998,67.199997,67.709999,2049200,65.121074
"12",67.620003,68.510002,66.980003,68.160004,2770800,65.553873
"13",68.290001,68.779999,67.580002,68.519997,1531200,65.900101
"14",67.589996,68.07,67.040001,67.449997,3094800,64.871014
"15",67.239998,68.5,66.959999,67.160004,2628100,64.592108
"16",67,67.099998,65.129997,67.010002,3838000,64.447842
"17",67.050003,67.669998,66.669998,67.160004,1852200,64.592108
"18",67.5,68.309998,67.089996,67.650002,1734100,65.063371
"19",67.589996,68.150002,67,68.080002,3115700,65.47693
"20",68.279999,68.580002,67.360001,67.989998,2082500,65.390367
"21",68.18,68.269997,67.040001,67.43,1893100,64.851782
"22",67.290001,67.400002,66.82,67.07,1440100,64.505546
"23",67.459999,67.910004,67.059998,67.209999,3491900,64.640192
"24",67.080002,69.139999,66.989998,68.650002,2213800,66.025135
"25",68.489998,69.480003,68.230003,69.400002,2437700,66.746459
"26",69.129997,69.269997,67.860001,68,2201000,65.399987
"27",68.239998,68.239998,66.949997,67.080002,2535200,64.515165
"28",66.5,67.459999,66.339996,67.419998,2014400,64.842162
"29",67.860001,67.860001,66.209999,66.449997,2953800,63.909249
"30",67.099998,67.599998,63.599998,64.550003,9420500,62.081902
"31",64.699997,66.699997,64.550003,65.629997,4134200,63.120602
"32",65.68,66.459999,65.68,66.089996,1963100,63.563013
"33",66,66.120003,63.849998,65.169998,7414600,62.678192
"34",65.18,65.720001,63.27,64.019997,2850000,61.572161
"35",64.5,65.059998,63.310001,63.880001,3211800,61.437518
"36",63.25,63.259998,59.630001,62.82,5733000,60.418047
"37",63.23,63.639999,62.720001,63.5,2274700,61.072047
"38",63.200001,63.209999,61.790001,62.099998,3423400,59.725575
"39",62.360001,63.02,61.59,62.970001,2950000,60.562313
"40",62.580002,62.84,61.740002,62.84,3170200,60.437282
"41",62.220001,63.029999,61.669998,62.810001,3211100,60.40843
"42",63.07,63.07,62.150002,62.310001,2709000,59.927548
"43",62,62.189999,61.490002,61.610001,3121400,59.254312
"44",61,61.139999,60.279999,60.599998,2720100,58.282928
"45",59.830002,61.119999,59.82,60.950001,2624600,58.619548
"46",60.790001,61.310001,60.119999,60.650002,2972400,58.331019
"47",60.669998,61.490002,60.02,60.849998,2176900,58.523369
"48",61.139999,61.900002,60.889999,61.599998,2251400,59.244693
"49",61.639999,62.900002,61.509998,62.27,2017300,59.889077
"50",61.98,62.110001,60.91,61.450001,1987600,59.10043
"51",60.939999,61.880001,60.939999,61.669998,2553500,59.312016
"52",61.900002,62.380001,61.25,61.310001,1987500,58.965784
"53",61.009998,61.080002,60.040001,60.32,2004900,58.013635
"54",60.009998,60.73,59.650002,60.459999,3193000,58.148282
"55",60.5,60.98,59.68,59.77,2581000,57.484665
"56",60.040001,60.529999,59.310001,60.360001,2276700,58.052107
"57",60.389999,60.41,59.049999,59.049999,1283100,56.962063
"58",58.790001,59,57.810001,58.049999,2736400,55.997422
"59",58.669998,59.549999,58.459999,58.790001,2059500,56.711258
"60",59.110001,59.689999,58.580002,59.5,2448700,57.396152
"61",59.900002,60.029999,59.439999,59.950001,1243200,57.830241
"62",59.630001,59.799999,58.869999,58.990002,1587100,56.904187
"63",58.990002,59.41,58.43,58.5,1616200,56.431511
"64",59.029999,59.73,58.869999,59.650002,2432000,57.54085
"65",59.84,59.860001,59.209999,59.349998,1557600,57.251455
"66",59.740002,59.77,58.689999,58.700001,1882300,56.62444
"67",58.610001,60.07,58.41,59.740002,2618500,57.627668
"68",59.919998,63.639999,59.849998,62.98,5097000,60.753103
"69",62.869999,62.869999,61.959999,62.419998,1935800,60.212903
"70",62.799999,63.189999,62.200001,62.349998,3164400,60.145378
"71",62.380001,63.150002,62.240002,62.990002,1350200,60.762752
"72",63.02,63.419998,62.68,62.93,1750100,60.704872
"73",62.639999,62.900002,62.130001,62.16,2173700,59.962098
"74",61.77,62.200001,58.080002,60.77,10401400,58.621247
"75",61.18,62.41,60.369999,61.91,2330000,59.720937
"76",61.810001,62.130001,60.630001,61.450001,2229600,59.277203
"77",61.860001,62.529999,61.110001,62.470001,2631800,60.261138
"78",62.209999,63.57,61.759998,61.959999,4564000,59.769169
"79",62.299999,62.77,61.52,61.779999,2623800,59.595533
"80",62.09,62.220001,60.18,60.700001,3140900,58.553722
"81",60.43,60.779999,59.540001,59.880001,2793000,57.762717
"82",60.27,61.669998,60.240002,61.220001,2346700,59.055336
"83",60.93,61.07,60.060001,60.32,1446500,58.187158
"84",60.299999,60.849998,60.150002,60.52,1162900,58.380087
"85",60.59,61.130001,60.23,60.779999,1424500,58.630892
"86",60.580002,61.099998,60.450001,60.91,1263000,58.756296
"87",60.619999,61.48,60.599998,61.259998,1706000,59.093919
"88",61.419998,62.66,61.400002,62.43,2400200,60.222551
"89",62.400002,62.91,61.939999,61.990002,2831800,59.79811
"90",62.41,62.779999,61.950001,62.380001,2190600,60.17432
"91",62.23,62.889999,61.990002,62.610001,3064500,60.396187
"92",61.970001,62.049999,60.389999,61.200001,2900700,59.036043
"93",61.189999,61.810001,60.950001,61.080002,1717200,58.920287
"94",61.540001,61.639999,60.41,61.310001,1180600,59.142154
"95",61.459999,61.849998,60.970001,61.080002,1595300,58.920287
"96",61.380001,62.380001,61.310001,61.68,2087300,59.49907
"97",61.380001,62.48,60.669998,61.91,3130500,59.720937
"98",65.639999,66.07,64.739998,65.400002,4764900,63.087537
"99",65.510002,65.830002,64.699997,65.029999,2447600,62.730617
"100",64.720001,66.080002,64.550003,65.980003,3278000,63.64703
"101",66,68,65.809998,67.879997,6305600,65.479843
"102",68.279999,68.279999,66.800003,66.949997,3923100,64.582726
"103",66.849998,67.629997,66.800003,67.389999,2165900,65.007171
"104",67.93,68,66.779999,67.050003,2264500,64.679196
"105",67.040001,67.209999,66.220001,66.300003,2356900,63.955715
"106",65.980003,66.029999,65.459999,65.620003,2425200,63.299759
"107",65.559998,65.93,64.919998,64.989998,3469500,62.69203
"108",64.93,65.18,64.050003,65.18,3132100,62.875315
"109",64.900002,65.730003,64.309998,65.720001,2081700,63.396222
"110",65.080002,65.529999,64.760002,65.089996,1493400,62.788493
"111",65.32,65.32,64.389999,64.589996,1008000,62.306172
"112",64.339996,64.68,63.549999,64.120003,1888300,61.852797
"113",64.260002,64.900002,63.740002,64.699997,1555700,62.412284
"114",65.040001,66.349998,64.959999,65.389999,2239700,63.077888
"115",65.449997,66.099998,65.129997,66,1772800,63.66632
"116",65.949997,65.949997,64.510002,65.120003,1742400,62.817438
"117",64.900002,64.900002,63.959999,64.190002,1671400,61.920322
"118",64.82,65.110001,64.080002,64.800003,1318800,62.508754
"119",64.279999,64.75,63.830002,64.510002,484200,62.229007
"120",64.089996,64.410004,63.5,64.260002,1234900,62.161293
"121",63.610001,64.489998,63.32,63.900002,1682000,61.81305
"122",64.559998,65.889999,64.379997,65.669998,1740200,63.525239
"123",65.559998,66.879997,65.379997,66.830002,1587600,64.647357
"124",66.550003,67.040001,65.650002,67.010002,1911100,64.821479
"125",66.720001,66.889999,66.440002,66.559998,1201900,64.386171
"126",66.830002,67.470001,66.800003,66.849998,1592900,64.666701
"127",67.120003,67.269997,65.839996,66.459999,1431800,64.289439
