"","SNA.Open","SNA.High","SNA.Low","SNA.Close","SNA.Volume","SNA.Adjusted"
"1",41.98,42.720001,41.98,42.66,262900,38.700879
"2",42.119999,43.049999,42.02,43.009998,246000,39.018395
"3",43.580002,43.889999,43.119999,43.209999,322800,39.199835
"4",43.509998,44.150002,43.130001,44.09,302900,39.998166
"5",43.939999,44.110001,43.549999,43.810001,280200,39.744153
"6",44.080002,44.080002,43.09,43.75,203400,39.68972
"7",43.880001,44,43.52,43.77,306600,39.707864
"8",44.310001,44.779999,43.41,43.700001,309600,39.644361
"9",43.700001,44.029999,42.450001,42.5,324700,38.555728
"10",42.619999,43.119999,41.720001,42.59,258400,38.637376
"11",42.32,42.450001,41.490002,41.860001,416300,37.975125
"12",41.82,42.32,41.400002,42.139999,712000,38.229138
"13",42.220001,42.709999,41.709999,42.139999,395900,38.229138
"14",41.529999,41.580002,40.77,41.290001,861400,37.458025
"15",41.119999,42.119999,40.759998,40.91,607700,37.11329
"16",40.939999,41.330002,40.240002,41.110001,608800,37.294729
"17",41.630001,41.630001,40.09,40.360001,555500,36.614334
"18",41.110001,41.150002,40.130001,40.57,545200,36.804844
"19",40.790001,42.130001,40.75,42.09,369000,38.183779
"20",42.389999,42.77,41.939999,42.459999,288900,38.519439
"21",42.5,42.939999,42.16,42.860001,215500,38.882318
"22",42.580002,43.029999,42.299999,42.68,262900,38.719023
"23",43.240002,44.240002,43.139999,44,416200,39.916518
"24",43.880001,44.119999,43.459999,43.810001,222200,39.744153
"25",43.860001,43.860001,43.02,43.57,434800,39.526425
"26",43.259998,43.310001,41.43,41.560001,597200,37.702967
"27",41.950001,42.240002,41.419998,42.16,410400,38.247282
"28",41.669998,43.27,41.59,43.130001,482100,39.127261
"29",43.560001,44.16,43.040001,43.32,553700,39.299627
"30",43.669998,44.740002,43.669998,44.529999,454000,40.39733
"31",44.360001,45.5,43.669998,45.439999,420400,41.222876
"32",45.5,45.900002,45.080002,45.43,422500,41.213806
"33",45.810001,46.139999,44.990002,45.279999,342100,41.077725
"34",45.130001,45.380001,44.419998,44.619999,217200,40.478978
"35",44.860001,45,43.900002,44.490002,281000,40.361045
"36",43.830002,44.779999,43.490002,44.669998,360300,40.524337
"37",45.380001,46.099998,44.990002,46,289400,41.730906
"38",46.02,46.060001,45.220001,45.369999,297200,41.159373
"39",45.349998,45.810001,45.18,45.299999,658600,41.095869
"40",45.029999,45.130001,44.400002,44.669998,585500,40.524337
"41",43.93,44.610001,43.810001,44.150002,803900,40.052599
"42",44.52,44.580002,43.849998,44.130001,717000,40.034455
"43",43.650002,43.880001,43.119999,43.25,727200,39.236123
"44",42.450001,42.450001,41.759998,41.869999,508500,37.984195
"45",41.150002,41.810001,41.09,41.73,738400,37.857189
"46",41.360001,42.119999,41.360001,41.779999,651800,37.902548
"47",41.459999,41.610001,41.16,41.450001,418300,37.603175
"48",41.939999,42.580002,41.759998,42.200001,337200,38.283571
"49",42.080002,42.369999,41.439999,42.009998,403700,38.384074
"50",41.860001,41.990002,40.709999,41.009998,330500,37.470385
"51",40.630001,40.98,40.209999,40.93,264100,37.397292
"52",41.189999,41.220001,40.540001,40.59,318400,37.086637
"53",40.02,40.279999,39.439999,39.880001,373200,36.437919
"54",39.560001,40.330002,39.23,40.220001,557200,36.748573
"55",40.299999,40.880001,40.099998,40.200001,358000,36.730299
"56",40.439999,41.299999,40.009998,41.220001,301500,37.662262
"57",41.009998,41.209999,40.810001,40.849998,455700,37.324195
"58",40.709999,41.330002,40.389999,41.23,610600,37.671398
"59",41.759998,42.860001,41.700001,42.82,395600,39.124163
"60",42.73,43.41,42.73,43.360001,244900,39.617556
"61",43.970001,44.66,43.93,44.5,340200,40.659161
"62",44.299999,44.299999,43.84,43.950001,241300,40.156633
"63",43.869999,44.41,43.830002,44.25,246000,40.430739
"64",44.970001,44.98,44.009998,44.32,209000,40.494697
"65",44.459999,44.75,44.34,44.509998,223200,40.668297
"66",45,45.400002,44.93,45.34,203700,41.42666
"67",45.27,45.66,45.040001,45.389999,265200,41.472344
"68",45.16,45.599998,45.049999,45.509998,223600,41.581986
"69",45.310001,45.509998,45.110001,45.419998,160500,41.499753
"70",45.75,45.82,45.25,45.560001,257900,41.627673
"71",45.799999,47,45.57,46.919998,196100,42.870287
"72",46.889999,47.130001,46.400002,46.490002,455900,42.477404
"73",46.290001,46.41,45.799999,46,319600,42.029695
"74",45.689999,46.130001,45.200001,45.25,217200,41.344428
"75",45.84,46.900002,45.84,46.900002,178500,42.852016
"76",46.849998,46.900002,46.080002,46.189999,302500,42.203294
"77",46.18,46.650002,45.59,46.529999,422600,42.513949
"78",46.419998,46.57,46.150002,46.299999,183600,42.303801
"79",46.599998,47.279999,45.950001,46.509998,280400,42.495675
"80",46.740002,47.029999,46.349998,46.639999,190500,42.614455
"81",46.669998,47.27,46.099998,46.299999,266500,42.303801
"82",46.970001,47.529999,46.5,47.439999,285000,43.345406
"83",47.48,47.630001,47.16,47.299999,175000,43.21749
"84",47.599998,47.68,46.740002,47.049999,201400,42.989068
"85",47.189999,47.490002,46.810001,47.349998,198900,43.263174
"86",47.349998,47.82,47.200001,47.610001,158900,43.500735
"87",47.400002,47.900002,46.900002,47.689999,213800,43.573828
"88",47.950001,48.77,47.77,48.470001,219000,44.286508
"89",48.439999,48.5,47.860001,48.259998,219900,44.09463
"90",48.68,48.830002,47.82,48.509998,411200,44.323053
"91",48.52,48.799999,48.34,48.75,140500,44.54234
"92",48.18,48.349998,47.349998,47.549999,350200,43.445912
"93",47.73,48.52,47.669998,48.34,209000,44.167727
"94",48.619999,49,48.110001,48.790001,322500,44.578888
"95",49.959999,50.110001,49.200001,50,873600,45.684451
"96",50.650002,51.029999,50.349998,50.439999,404100,46.086473
"97",50.299999,50.810001,49.98,50.5,357200,46.141295
"98",49.889999,50,49.509998,49.919998,497000,45.611354
"99",50.189999,50.66,49.919998,50.509998,298700,46.150431
"100",50.400002,51.119999,50.209999,51,317700,46.59814
"101",51.220001,51.650002,50.790001,51.099998,308300,46.689507
"102",51.669998,51.93,51.34,51.75,297200,47.283407
"103",51.880001,52,51,51.77,336800,47.301681
"104",52.290001,53.299999,52.279999,53.040001,250700,48.462066
"105",53.02,53.330002,52.77,52.959999,320500,48.38897
"106",52.77,53.029999,52.470001,53,235900,48.425518
"107",53.139999,53.220001,51.860001,52.150002,275200,47.648884
